Nom_districte,Nom_barri,Descripcio_dia_setmana,Nom_mes,Dia_mes,Hora_dia,Descripcio_causa_vianant,Descripcio_tipus_vehicle,tipo_vehiculo,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Longitud,Latitud
Ciutat Vella,el Raval,Miércoles,Abril,3,15,No,Motocicleta,Motocicleta,SH 125,HONDA,Blanc,B,13,2.1646908751019898,41.382284672757706
Ciutat Vella,el Raval,Miércoles,Agosto,21,13,No,"Camió rígid <= 3,5 tones",Camión,AD190S27ÑP GNC,IVECO BUS,Desconegut,C,19,2.165189359064243,41.38579001603771
Ciutat Vella,el Raval,Miércoles,Agosto,21,13,No,Motocicleta,Motocicleta,X8 125 PREMIUM,PIAGGIO,Blau,B,16,2.165189359064243,41.38579001603771
Ciutat Vella,el Raval,Jueves,Enero,17,15,Sí,Furgoneta,Furgoneta,VIVARO,OPEL,Blanc,B,14,2.165843009474836,41.38573152451453
Ciutat Vella,el Raval,Miércoles,Noviembre,27,13,No,Tot terreny,Turismo,RANGE ROVER EVOQUE,LAND ROVER,Blanc,B,47,2.166980448112588,41.38563527879526
Ciutat Vella,el Raval,Miércoles,Noviembre,27,13,No,Turisme,Turismo,LODGY,DACIA,Negre/Groc,B,3,2.166980448112588,41.38563527879526
Ciutat Vella,el Raval,Martes,Octubre,15,10,No,Motocicleta,Motocicleta,JF,HONDA,Gris,B,12,2.167615693957378,41.385687975668425
Ciutat Vella,el Raval,Martes,Octubre,15,10,No,Motocicleta,Motocicleta,WW125EX2,HONDA,Vermell,B,8,2.167615693957378,41.385687975668425
Ciutat Vella,el Raval,Jueves,Agosto,22,13,No,Autobús,Autobús,CITYCLASS 18 31,IRISBUS,Vermell,D,14,2.1685111311575085,41.38549205319837
Ciutat Vella,el Raval,Sábado,Agosto,17,15,No,Motocicleta,Motocicleta,SH 100,HONDA,Gris,B,17,2.1685111311575085,41.38549205319837
Ciutat Vella,el Raval,Sábado,Agosto,17,15,No,Turisme,Turismo,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,2.1685111311575085,41.38549205319837
Ciutat Vella,el Raval,Jueves,Septiembre,26,21,No,Ciclomotor,Ciclomotor,TWEET,PEUGEOT,Gris,AM,2,2.1690575090139865,41.38544177557211
Ciutat Vella,el Raval,Jueves,Septiembre,26,21,No,Turisme,Turismo,C 220 D,MERCEDES-BENZ,Gris,B,36,2.1690575090139865,41.38544177557211
Ciutat Vella,el Raval,Jueves,Septiembre,26,21,No,Turisme,Turismo,SPIDER,ALFA ROMEO,Negre,B,23,2.1690575090139865,41.38544177557211
Ciutat Vella,el Raval,Martes,Septiembre,3,14,No,Motocicleta,Motocicleta,PEOPLE S 125,KYMCO,Gris,B,5,2.1690575090139865,41.38544177557211
Ciutat Vella,el Raval,Martes,Septiembre,3,14,No,Turisme,Turismo,CADDY,VOLKSWAGEN,Negre/Groc,B,18,2.1690575090139865,41.38544177557211
Ciutat Vella,el Raval,Lunes,Enero,14,16,No,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1692527911649284,41.385424990675226
Ciutat Vella,el Raval,Lunes,Enero,14,16,No,Motocicleta,Motocicleta,SH 300,HONDA,Gris,A,28,2.1692527911649284,41.385424990675226
Ciutat Vella,el Raval,Lunes,Enero,14,16,No,Turisme,Turismo,IBIZA,SEAT,Blanc,B,2,2.1692527911649284,41.385424990675226
Ciutat Vella,el Raval,Lunes,Septiembre,9,21,No,Autobús,Autobús,K36OUB6X2*4,SCANIA,Blau,D,1,2.1699943712366663,41.38551456185627
Ciutat Vella,el Raval,Viernes,Enero,11,13,No,Motocicleta,Motocicleta,TWEET,PEUGEOT,Blanc,A,2,2.1692527911649284,41.385424990675226
Ciutat Vella,el Raval,Viernes,Enero,11,13,No,Turisme,Turismo,TOURAN,VOLKSWAGEN,Gris,B,21,2.1692527911649284,41.385424990675226
Ciutat Vella,el Raval,Viernes,Noviembre,8,16,Sí,Motocicleta,Motocicleta,GSF 650,SUZUKI,Gris,A,4,2.1699943712366663,41.38551456185627
Ciutat Vella,el Raval,Miércoles,Marzo,13,11,No,Turisme,Turismo,IQ 1.0 MAN,TOYOTA,Blanc,B,53,2.163716373277822,41.38162536655104
Ciutat Vella,el Raval,Sábado,Octubre,5,1,No,"Camió rígid > 3,5 tones",Camión,AD260S27Y/PS GNC,IVECO BUS,Blanc,E D1,40,2.166547947145481,41.380973056668886
Ciutat Vella,el Raval,Lunes,Octubre,14,17,No,Furgoneta,Furgoneta,GRAND VOYAGER,CHRYSLER,Desconegut,B,17,2.166034479433248,41.38057508118958
Ciutat Vella,el Raval,Martes,Noviembre,26,10,No,"Camió rígid <= 3,5 tones",Camión,120EL,IVECO BUS,Desconegut,C,1,2.1703680245965646,41.38313254118662
Ciutat Vella,el Raval,Lunes,Enero,21,18,No,Autobús,Autobús,CITYCLASS,IRISBUS,Vermell,D,4,2.1772868464622848,41.375318999995706
Ciutat Vella,el Raval,Lunes,Enero,21,18,No,Turisme,Turismo,COOPER D,MINI,Negre,B,28,2.1772868464622848,41.375318999995706
Ciutat Vella,el Raval,Martes,Abril,23,7,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,2.1772868464622848,41.375318999995706
Ciutat Vella,el Raval,Martes,Abril,23,7,No,Taxi,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,8,2.1772868464622848,41.375318999995706
Ciutat Vella,el Raval,Viernes,Enero,25,20,No,Furgoneta,Furgoneta,DUCATO,FIAT,Negre,B,15,2.175664228253446,41.37661724877722
Ciutat Vella,el Raval,Jueves,Mayo,16,12,No,Turisme,Turismo,XSARA,CITROEN,Gris,B,11,2.175664228253446,41.37661724877722
Ciutat Vella,el Raval,Viernes,Diciembre,20,14,No,Motocicleta,Motocicleta,SH 100,HONDA,Desconegut,A,58,2.175332633904887,41.37625646684461
Ciutat Vella,el Raval,Viernes,Diciembre,20,14,No,Turisme,Turismo,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,2,2.175332633904887,41.37625646684461
Ciutat Vella,el Raval,Miércoles,Septiembre,25,13,No,Motocicleta,Motocicleta,CBF 500,HONDA,Gris,A,11,2.173125197609893,41.37478673478526
Ciutat Vella,el Raval,Miércoles,Septiembre,25,13,No,Turisme,Turismo,C4,CITROEN,Gris,B,18,2.173125197609893,41.37478673478526
Ciutat Vella,el Raval,Martes,Marzo,19,15,No,Turisme,Turismo,PRIUS ECO,TOYOTA,Negre/Groc,B,6,2.165462835756173,41.38047185491256
Ciutat Vella,el Raval,Lunes,Junio,3,21,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,2.1639244044709334,41.38039772485506
Ciutat Vella,el Raval,Martes,Marzo,19,9,No,Furgoneta,Furgoneta,COMBO C VA,OPEL,Blanc,B,13,2.1681577854384533,41.38022186685653
Ciutat Vella,el Raval,Jueves,Mayo,9,23,No,Bicicleta,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,2.16308041107831,41.38070847049909
Ciutat Vella,el Raval,Martes,Julio,16,12,No,Ciclomotor,Ciclomotor,ES2,ASKOLL,Blanc,B,10,2.163838645057436,41.3834794426658
Ciutat Vella,el Raval,Martes,Julio,16,12,No,Furgoneta,Furgoneta,115CDI,MERCEDES-BENZ,Negre,B,22,2.163838645057436,41.3834794426658
Ciutat Vella,el Raval,Viernes,Noviembre,29,21,No,Motocicleta,Motocicleta,MAJESTY,YAMAHA,Blau,B,16,2.1641163635736804,41.38425339661165
Ciutat Vella,el Raval,Viernes,Noviembre,29,21,No,Turisme,Turismo,308 5PALLURE BHDI120,PEUGEOT,Blanc,B,14,2.1641163635736804,41.38425339661165
Ciutat Vella,el Raval,Lunes,Abril,8,18,No,Motocicleta,Motocicleta,SH 125,HONDA,Blanc,B,14,2.1638276931506284,41.3849597328711
Ciutat Vella,el Raval,Miércoles,Agosto,7,9,No,Furgoneta,Furgoneta,BOXER,PEUGEOT,Blanc,B,4,2.163051912251707,41.37868726644836
Ciutat Vella,el Raval,Miércoles,Agosto,7,9,No,Turisme,Turismo,SANDERO,DACIA,Gris,B,3,2.163051912251707,41.37868726644836
Ciutat Vella,el Raval,Miércoles,Agosto,7,9,No,Turisme,Turismo,TRANSIT,FORD,Desconegut,B,30,2.163051912251707,41.37868726644836
Ciutat Vella,el Raval,Domingo,Noviembre,17,12,No,Ciclomotor,Ciclomotor,SYMPHONY,SYM,Negre,AM,13,2.171203209066177,41.377270579493285
Ciutat Vella,el Raval,Domingo,Noviembre,17,12,No,Turisme,Turismo,FABIA,SKODA,Blanc,B,29,2.171203209066177,41.377270579493285
Ciutat Vella,el Raval,Miércoles,Octubre,9,14,No,Taxi,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,6,2.1729474788124947,41.38064074040882
Ciutat Vella,el Raval,Martes,Agosto,27,20,No,Bicicleta,Bicicleta,Desconegut,RIDE,Violeta,B,2,2.170849054331964,41.37764264725449
Ciutat Vella,el Raval,Martes,Agosto,27,20,No,Furgoneta,Furgoneta,NISSAN NV200,NISSAN,Blanc,B,16,2.170849054331964,41.37764264725449
Ciutat Vella,el Raval,Lunes,Julio,22,18,No,Motocicleta,Motocicleta,MT 07,YAMAHA,Negre,A,3,2.1664773404609554,41.37606907969088
Ciutat Vella,el Raval,Lunes,Julio,22,18,No,Turisme,Turismo,FIESTA,FORD,Negre,B,20,2.1664773404609554,41.37606907969088
Ciutat Vella,el Raval,Jueves,Enero,24,20,No,Motocicleta,Motocicleta,Sport City,APRILIA,Gris,B,12,2.1653907062267925,41.37712453080225
Ciutat Vella,el Raval,Jueves,Enero,24,20,No,Turisme,Turismo,QASHQAI,NISSAN,Blanc,B,35,2.1653907062267925,41.37712453080225
Ciutat Vella,el Raval,Sábado,Noviembre,23,19,No,Ciclomotor,Ciclomotor,YQ50,YAMAHA,Desconegut,AM,11,2.163051912251707,41.37868726644836
Ciutat Vella,el Raval,Sábado,Noviembre,23,19,No,Motocicleta,Motocicleta,SUPERLIGHT,KEEWAY,Desconegut,Desconegut,Desconegut,2.163051912251707,41.37868726644836
Ciutat Vella,el Raval,Sábado,Noviembre,23,19,No,Motocicleta,Motocicleta,YP250R,YAMAHA,Desconegut,Desconegut,Desconegut,2.163051912251707,41.37868726644836
Ciutat Vella,el Raval,Sábado,Noviembre,23,19,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.163051912251707,41.37868726644836
Ciutat Vella,el Raval,Martes,Agosto,6,8,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,2.1667886349508763,41.384996164548014
Ciutat Vella,el Raval,Martes,Agosto,6,8,No,Furgoneta,Furgoneta,CONNECT,FORD,Blanc,B,31,2.1667886349508763,41.384996164548014
Ciutat Vella,el Raval,Martes,Mayo,21,8,No,Furgoneta,Furgoneta,DUCATO,FIAT,Blanc,B,8,2.1702005257139194,41.37574316813424
Ciutat Vella,el Raval,Jueves,Marzo,7,9,No,Furgoneta,Furgoneta,35C,IVECO FIAT,Blanc,B,6,2.165764710847525,41.38455882114988
Ciutat Vella,el Raval,Jueves,Marzo,7,9,No,Turisme,Turismo,A3,AUDI,Negre,B,24,2.165764710847525,41.38455882114988
Ciutat Vella,el Raval,Jueves,Octubre,10,18,No,Motocicleta,Motocicleta,SH 125,HONDA,Gris,B,10,2.165764710847525,41.38455882114988
Ciutat Vella,el Raval,Jueves,Octubre,10,18,No,Motocicleta,Motocicleta,XP500,YAMAHA,Negre,A,9,2.165764710847525,41.38455882114988
Ciutat Vella,el Raval,Lunes,Noviembre,4,11,No,Turisme,Turismo,FOCUS FAMILIAR 1.6,FORD,Blau,B,16,2.1665220684778754,41.38496640100184
Ciutat Vella,el Raval,Martes,Enero,8,12,No,Turisme,Turismo,Superb,SKODA,Negre,B,33,2.1665220684778754,41.38496640100184
Ciutat Vella,el Raval,Domingo,Mayo,26,20,No,Turisme,Turismo,JAZZ 1.4 ES I-DSI,HONDA,Blau,B,5,2.1665220684778754,41.38496640100184
Ciutat Vella,el Raval,Lunes,Octubre,28,19,No,Veh. mobilitat personal sense motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.166181715345776,41.38356003821117
Ciutat Vella,el Raval,Viernes,Febrero,22,6,No,Turisme,Turismo,C-ELYSEE E,CITROEN,Gris,B,24,2.1651008521929453,41.38360246197911
Ciutat Vella,el Raval,Sábado,Enero,19,23,No,Motocicleta,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,7,2.177148608035061,41.37482575494624
Ciutat Vella,el Raval,Sábado,Enero,19,23,No,Turisme,Turismo,QASHQAI,NISSAN,Blanc,B,9,2.177148608035061,41.37482575494624
Ciutat Vella,el Raval,Domingo,Junio,2,22,No,Motocicleta,Motocicleta,XCITING 400 ABS,KYMCO,Blanc,B,21,2.1765984831754146,41.37503844861804
Ciutat Vella,el Raval,Domingo,Junio,2,22,No,Turisme,Turismo,3008 GT LINE PURETECH,PEUGEOT,Gris,B,30,2.1765984831754146,41.37503844861804
Ciutat Vella,el Raval,Lunes,Enero,7,17,No,Turisme,Turismo,MEGANE SCE,RENAULT,Negre,Desconegut,Desconegut,2.1765643016991385,41.3744491174299
Ciutat Vella,el Raval,Jueves,Mayo,2,17,No,Furgoneta,Furgoneta,DOBLO,FIAT,Blanc,B,6,2.1762193646586603,41.37478613894432
Ciutat Vella,el Raval,Jueves,Mayo,2,17,No,Turisme,Turismo,C MAX,FORD,Blanc,B,18,2.1762193646586603,41.37478613894432
Ciutat Vella,el Raval,Viernes,Julio,26,9,No,Motocicleta,Motocicleta,UX 125,SUZUKI,Negre,B,20,2.17534760427239,41.37171033851579
Ciutat Vella,el Raval,Miércoles,Mayo,1,8,No,Maquinària d'obres i serveis,Maquinària d'obres i serveis,540,RAVO,Blanc,B,37,2.171703879385813,41.37732985055514
Ciutat Vella,el Raval,Miércoles,Junio,12,10,Sí,Ciclomotor,Ciclomotor,SH 50,HONDA,Negre,B,4,2.167687980062222,41.380150913807405
Ciutat Vella,el Raval,Miércoles,Octubre,9,19,No,Motocicleta,Motocicleta,K-LIGHT 125,KEEWAY,Gris,B,11,2.178363739073433,41.37559007207109
Ciutat Vella,el Raval,Miércoles,Octubre,9,19,No,Turisme,Turismo,GLA 200 D,MERCEDES-BENZ,Blanc,B,16,2.178363739073433,41.37559007207109
Ciutat Vella,el Raval,Jueves,Octubre,17,14,No,Ciclomotor,Ciclomotor,SPEEDFIGHT,PEUGEOT,Gris,AM,54,2.1765643016991385,41.3744491174299
Ciutat Vella,el Raval,Jueves,Octubre,17,14,No,Taxi,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,31,2.1765643016991385,41.3744491174299
Ciutat Vella,el Raval,Miércoles,Mayo,1,21,No,Turisme,Turismo,CAPTUR,RENAULT,Gris,B,1,2.1762193646586603,41.37478613894432
Ciutat Vella,el Raval,Miércoles,Mayo,1,21,No,Turisme,Turismo,CEE D,KIA,Negre,B,4,2.1762193646586603,41.37478613894432
Ciutat Vella,el Raval,Sábado,Octubre,5,14,No,Motocicleta,Motocicleta,SYMPHONY 125 S,S.Y.M,Gris,A1,1,2.177533317629858,41.3743212963744
Ciutat Vella,el Raval,Sábado,Octubre,5,14,No,Turisme,Turismo,I 30 N,HYUNDAI,Blanc,B,19,2.177533317629858,41.3743212963744
Ciutat Vella,el Raval,Jueves,Mayo,30,13,No,Furgoneta,Furgoneta,FIORINO,FIAT,Blanc,B,25,2.1749472421650275,41.3708415829102
Ciutat Vella,el Raval,Jueves,Mayo,30,13,No,Motocicleta,Motocicleta,CBF125M,HONDA,Negre,B,7,2.1749472421650275,41.3708415829102
Ciutat Vella,el Raval,Jueves,Mayo,30,13,No,Motocicleta,Motocicleta,JOYMAX 125I SPORT,S.Y.M,Blau,B,33,2.1749472421650275,41.3708415829102
Ciutat Vella,el Raval,Lunes,Mayo,13,23,No,Tractor camió,Camión,440.18 T 4X2,RENAULT,Blanc,C1,13,2.1762193646586603,41.37478613894432
Ciutat Vella,el Raval,Lunes,Mayo,13,23,No,Turisme,Turismo,ZAFIRA,OPEL,Negre,B,18,2.1762193646586603,41.37478613894432
Ciutat Vella,el Raval,Miércoles,Marzo,20,14,No,Tot terreny,Turismo,RANGE ROVER EVO,LAND ROVER,Blanc,B,Desconegut,2.174282739288562,41.37009703495252
Ciutat Vella,el Raval,Miércoles,Marzo,20,14,No,Turisme,Turismo,IBIZA,SEAT,Blanc,B,4,2.174282739288562,41.37009703495252
Ciutat Vella,el Raval,Miércoles,Marzo,20,14,No,Turisme,Turismo,MAZDA 6,MAZDA,granate,B,15,2.174282739288562,41.37009703495252
Ciutat Vella,el Raval,Jueves,Julio,18,19,No,Motocicleta,Motocicleta,CBR 600 F,HONDA,Vermell,A,31,2.177532366747343,41.37432083920578
Ciutat Vella,el Raval,Jueves,Julio,18,19,No,Motocicleta,Motocicleta,MTN690-U  (MT-07),YAMAHA,Gris,A2,2,2.177532366747343,41.37432083920578
Ciutat Vella,el Raval,Miércoles,Octubre,16,15,No,Motocicleta,Motocicleta,SH 300,HONDA,Desconegut,A2,8,2.177532366747343,41.37432083920578
Ciutat Vella,el Raval,Miércoles,Octubre,16,15,No,Tractor camió,Camión,S580 A6X2/4 NB,SCANIA,Desconegut,D,26,2.177532366747343,41.37432083920578
Ciutat Vella,el Raval,Viernes,Agosto,30,21,No,Turisme,Turismo,Superb,SKODA,Negre,B,29,2.177532366747343,41.37432083920578
Ciutat Vella,el Raval,Lunes,Febrero,18,13,No,Motocicleta,Motocicleta,Beverly,PIAGGIO,Gris,B,7,2.1765984831754146,41.37503844861804
Ciutat Vella,el Raval,Lunes,Febrero,18,13,No,Turisme,Turismo,Desconegut,HYUNDAI,Gris,B,10,2.1765984831754146,41.37503844861804
Ciutat Vella,el Raval,Martes,Marzo,5,13,No,Ciclomotor,Ciclomotor,VESPA LX 5,PIAGGIO,Vermell,Llicència,23,2.1765984831754146,41.37503844861804
Ciutat Vella,el Raval,Martes,Marzo,5,13,No,Tractor camió,Camión,Desconegut,Desconegut,Blanc,E C,27,2.1765984831754146,41.37503844861804
Ciutat Vella,el Raval,Miércoles,Julio,24,9,No,Motocicleta,Motocicleta,J300,KAWASAKI,Verd,B,30,2.1765643016991385,41.3744491174299
Ciutat Vella,el Raval,Miércoles,Julio,24,9,No,Turisme,Turismo,A4,AUDI,Gris,A,32,2.1765643016991385,41.3744491174299
Ciutat Vella,el Raval,Domingo,Septiembre,22,20,No,"Camió rígid <= 3,5 tones",Camión,R300DB4X2MNB,SCANIA,Desconegut,C,22,2.1765643016991385,41.3744491174299
Ciutat Vella,el Raval,Domingo,Septiembre,22,20,No,Motocicleta,Motocicleta,FIDDLE,S.Y.M,Desconegut,B,6,2.1765643016991385,41.3744491174299
Ciutat Vella,el Raval,Viernes,Junio,14,11,No,"Camió rígid > 3,5 tones",Camión,TGA 26.320 6X4 BB,MAN,Desconegut,C,44,2.16795220327832,41.37939665099069
Ciutat Vella,el Raval,Viernes,Agosto,2,20,No,Turisme,Turismo,TOYOTA PRIUS,TOYOTA,Negre,B,14,2.1686455623018936,41.378816089532
Ciutat Vella,el Raval,Martes,Julio,16,14,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Sense permís,Desconegut,2.1689821374850085,41.37934734709798
Ciutat Vella,el Raval,Martes,Julio,16,14,No,Turisme,Turismo,RAPID,SKODA,Desconegut,B,40,2.1689821374850085,41.37934734709798
Ciutat Vella,el Raval,Viernes,Marzo,29,8,No,Motocicleta,Motocicleta,X Max,YAMAHA,Blanc,B,14,2.1694691525610854,41.37812170918036
Ciutat Vella,el Raval,Viernes,Febrero,15,8,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.169335651153226,41.37864191555376
Ciutat Vella,el Raval,Viernes,Febrero,15,8,No,Turisme,Turismo,3008,PEUGEOT,Blau,B,29,2.169335651153226,41.37864191555376
Ciutat Vella,el Raval,Viernes,Julio,12,4,No,Turisme,Turismo,GALANT,MITSUBISHI,Verd,Desconegut,Desconegut,2.1775029100508214,41.373887370723
Ciutat Vella,el Barri Gòtic,Jueves,Junio,6,15,No,Motocicleta,Motocicleta,MW125,YAMAHA,Negre,Es desconeix,Desconegut,2.180816653932473,41.38234359091579
Ciutat Vella,el Barri Gòtic,Jueves,Junio,6,15,No,Turisme,Turismo,TRANSIT CONNECT,FORD,Negre/Groc,BTP,5,2.180816653932473,41.38234359091579
Ciutat Vella,el Barri Gòtic,Martes,Noviembre,26,4,No,"Camió rígid > 3,5 tones",Camión,AD260S27YÑPS GN,IVECO BUS,Blanc,C,13,2.180816653932473,41.38234359091579
Ciutat Vella,el Barri Gòtic,Sábado,Abril,13,9,No,Bicicleta,Bicicleta, ,DECATHLON,Blanc,Desconegut,Desconegut,2.18159391054065,41.381761026720525
Ciutat Vella,el Barri Gòtic,Sábado,Abril,13,9,No,Turisme,Turismo,IBIZA,SEAT,Blanc,B,10,2.18159391054065,41.381761026720525
Ciutat Vella,el Barri Gòtic,Lunes,Abril,15,20,No,Motocicleta,Motocicleta,AN400A,SUZUKI,Negre,Desconegut,Desconegut,2.1818824933120147,41.38103563875795
Ciutat Vella,el Barri Gòtic,Lunes,Abril,15,20,No,Taxi,Taxi,LODGY,DACIA,Negre/Groc,B,5,2.1818824933120147,41.38103563875795
Ciutat Vella,el Barri Gòtic,Martes,Marzo,26,8,No,Motocicleta,Motocicleta,CB 500,HONDA,Negre,B,16,2.181319184081419,41.3815528022114
Ciutat Vella,el Barri Gòtic,Martes,Marzo,26,8,No,Taxi,Taxi,PRIUS,TOYOTA,Negre/Groc,B,10,2.181319184081419,41.3815528022114
Ciutat Vella,el Barri Gòtic,Viernes,Noviembre,29,21,No,Ciclomotor,Ciclomotor,ES2,ASKOLL,Blanc,B,1,2.181141224576147,41.38223952344249
Ciutat Vella,el Barri Gòtic,Viernes,Noviembre,29,21,No,Furgoneta,Furgoneta,PARTNER,PEUGEOT,Blanc,B,10,2.181141224576147,41.38223952344249
Ciutat Vella,el Barri Gòtic,Viernes,Diciembre,6,20,No,Autobús,Autobús,BRAVO I R CITY,AYATS,Desconegut,D,26,2.1813927242914457,41.38103864078678
Ciutat Vella,el Barri Gòtic,Viernes,Diciembre,6,20,No,Turisme,Turismo,ATECA,SEAT,Desconegut,B,10,2.1813927242914457,41.38103864078678
Ciutat Vella,el Barri Gòtic,Lunes,Junio,3,8,No,Altres vehicles sense motor,Altres vehicles sense motor,M-365,XIAOMI,Negre,Desconegut,Desconegut,2.1763052792077477,41.3813023721884
Ciutat Vella,el Barri Gòtic,Lunes,Junio,3,8,No,Bicicleta,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,2.1763052792077477,41.3813023721884
Ciutat Vella,el Barri Gòtic,Jueves,Enero,3,11,No,"Camió rígid <= 3,5 tones",Camión, ,MAN,Desconegut,C,21,2.176047074045779,41.3782614158729
Ciutat Vella,el Barri Gòtic,Jueves,Julio,25,16,No,Turisme,Turismo,YPSILON,LANCIA,Blanc,B,28,2.176047074045779,41.3782614158729
Ciutat Vella,el Barri Gòtic,Viernes,Enero,18,10,No,"Camió rígid <= 3,5 tones",Camión,35C,IVECO FIAT,Blanc,B,8,2.176047074045779,41.3782614158729
Ciutat Vella,el Barri Gòtic,Sábado,Junio,8,0,No,Motocicleta,Motocicleta,RKS,KEEWAY,Negre,B,8,2.1750629433122057,41.37926815126741
Ciutat Vella,el Barri Gòtic,Sábado,Junio,8,0,No,Taxi,Taxi,PRIUS,TOYOTA,Negre/Groc,B,13,2.1750629433122057,41.37926815126741
Ciutat Vella,el Barri Gòtic,Viernes,Febrero,8,16,No,"Camió rígid <= 3,5 tones",Camión,ATLEON,NISSAN,Blanc,B,10,2.1750629433122057,41.37926815126741
Ciutat Vella,el Barri Gòtic,Domingo,Julio,21,19,No,Bicicleta,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,2.174608987272336,41.37983524644957
Ciutat Vella,el Barri Gòtic,Domingo,Julio,21,19,No,Taxi,Taxi,Rodius,SSANGYONG,Negre/Groc,B,15,2.174608987272336,41.37983524644957
Ciutat Vella,el Barri Gòtic,Miércoles,Junio,19,1,No,Motocicleta,Motocicleta,LIBERTY 125,PIAGGIO,Blanc,B,Desconegut,2.174482266939457,41.37998296000803
Ciutat Vella,el Barri Gòtic,Jueves,Octubre,24,18,No,Turisme,Turismo,RAPID,SKODA,Negre/Groc,B,41,2.1742392952483542,41.38027314743774
Ciutat Vella,el Barri Gòtic,Miércoles,Febrero,6,23,No,"Camió rígid > 3,5 tones",Camión, ,DAF-HERMANNS,Taronja,C,11,2.174213939040993,41.38037736159173
Ciutat Vella,el Barri Gòtic,Jueves,Julio,4,23,No,"Camió rígid <= 3,5 tones",Camión,PREMIUM 310.26,RENAULT,Blanc,C,13,2.174165767920581,41.38047943036066
Ciutat Vella,el Barri Gòtic,Viernes,Julio,12,20,No,Autobús,Autobús,LION S CITY,MAN,Vermell,D,8,2.173090929162952,41.38156115971677
Ciutat Vella,el Barri Gòtic,Viernes,Abril,5,7,Sí,Motocicleta,Motocicleta,YP125E,YAMAHA,Negre,B,11,2.1727351409354,41.3819667288787
Ciutat Vella,el Barri Gòtic,Lunes,Marzo,25,14,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,2.1718393523344077,41.38297749377103
Ciutat Vella,el Barri Gòtic,Lunes,Marzo,25,14,No,Taxi,Taxi,TOYOTA PRI,TOYOTA,Negre/Groc,B,43,2.1718393523344077,41.38297749377103
Ciutat Vella,el Barri Gòtic,Viernes,Julio,5,20,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,XIAOMI,Negre,B,12,2.171634625116419,41.38331505959429
Ciutat Vella,el Barri Gòtic,Jueves,Julio,18,16,No,Ciclomotor,Ciclomotor,VESPA S50 2T,PIAGGIO,Blanc,AM,14,2.1710661472925032,41.38430655625865
Ciutat Vella,el Barri Gòtic,Jueves,Julio,18,16,No,Taxi,Taxi,LODGY,DACIA,Negre/Groc,B,16,2.1710661472925032,41.38430655625865
Ciutat Vella,el Barri Gòtic,Jueves,Enero,31,16,No,Bicicleta,Bicicleta, ,SAAB,Altres,B,27,2.170910145724257,41.38454548013332
Ciutat Vella,el Barri Gòtic,Jueves,Enero,31,16,No,Taxi,Taxi,LEON,SEAT,Negre/Groc,B,24,2.170910145724257,41.38454548013332
Ciutat Vella,el Barri Gòtic,Sábado,Octubre,12,19,No,"Camió rígid > 3,5 tones",Camión,40C14 GNC,IVECO BUS,Blanc,C,4,2.171495608810805,41.38473182731608
Ciutat Vella,el Barri Gòtic,Viernes,Noviembre,8,7,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,2.173090655452629,41.38493389838488
Ciutat Vella,el Barri Gòtic,Jueves,Febrero,21,8,No,"Camió rígid <= 3,5 tones",Camión,CABSTAR,NISSAN,Blanc,C,12,2.17171339354058,41.38640967651821
